,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Tenure_ratio,tenure_ratio
260,7273-TEFQD,3,0,0.0,Electronic check,41.15,132.2,Yes,13.716666666666667,0.022692889561270805
261,3606-TWKGI,13,1,0.0,Electronic check,106.9,1364.3,Yes,8.223076923076924,0.009528696034596497
262,7529-ZDFXI,57,1,0.0,Electronic check,89.85,4925.35,No,1.5763157894736841,0.011572781629731896
263,7605-BDWDC,31,0,,Bank transfer (automatic),49.85,1520.1,No,1.6080645161290323,0.020393395171370305
264,1950-KSVVJ,45,1,1.0,Mailed check,113.3,5032.25,No,2.517777777777778,0.00894232202295196
265,0123-CRBRT,61,1,,Mailed check,88.1,5526.75,No,1.444262295081967,0.011037228027321664
266,6292-TOSSS,50,1,,Bank transfer (automatic),24.9,1195.25,No,0.498,0.04183225266680611
267,3197-ARFOY,19,1,0.0,Mailed check,105.0,2007.25,No,5.526315789473684,0.009465686885041723
268,6323-AYBRX,59,1,,Mailed check,19.35,1099.6,Yes,0.3279661016949153,0.053655874863586764
269,7014-ZZXAW,71,1,,Credit card (automatic),24.25,1732.95,No,0.3415492957746479,0.040970599267145615
270,4385-GZQXV,16,1,0.0,Electronic check,94.45,1511.2,Yes,5.903125,0.010587612493382742
271,7633-MVPUY,57,1,,Electronic check,59.75,3450.15,No,1.0482456140350878,0.016521020825181514
272,6366-ZGQGL,1,0,0.0,Bank transfer (automatic),24.8,24.8,Yes,24.8,0.04032258064516129
273,4716-HHKQH,20,1,0.0,Electronic check,107.05,2172.05,No,5.3525,0.009207891162726457
274,5940-AHUHD,1,1,0.0,Mailed check,70.6,70.6,Yes,70.6,0.0141643059490085
275,6432-TWQLB,5,1,0.0,Electronic check,85.4,401.1,Yes,17.080000000000002,0.012465719272001994
276,4484-GLZOU,52,1,0.0,Electronic check,105.05,5624.85,Yes,2.020192307692308,0.009244690969536964
277,3179-GBRWV,21,1,0.0,Bank transfer (automatic),64.95,1339.8,No,3.092857142857143,0.015673981191222573
278,8645-KWHJO,14,0,0.0,Electronic check,55.0,771.95,No,3.9285714285714284,0.018135889630157394
279,4130-MZLCC,5,1,0.0,Bank transfer (automatic),50.55,244.75,No,10.11,0.020429009193054137
280,0314-TKOSI,6,1,0.0,Mailed check,55.15,322.9,No,9.191666666666666,0.01858160421183029
281,8229-MYEJZ,10,1,0.0,Electronic check,51.2,498.25,No,5.12,0.02007024586051179
282,2080-SRCDE,1,1,0.0,Mailed check,25.4,25.4,No,25.4,0.03937007874015748
283,9577-WJVCQ,68,1,0.0,Mailed check,54.45,3687.75,No,0.8007352941176471,0.01843942783540099
284,9512-UIBFX,18,1,0.0,Mailed check,95.15,1779.95,Yes,5.286111111111111,0.010112643613584651
285,6202-DYYFX,22,1,1.0,Credit card (automatic),76.0,1783.6,No,3.4545454545454546,0.012334604171338866
286,3808-HFKDE,20,1,0.0,Electronic check,44.35,927.15,No,2.2175000000000002,0.021571482500134822
287,5583-SXDAG,1,1,0.0,Electronic check,70.0,70.0,Yes,70.0,0.014285714285714285
288,3488-PGMQJ,8,1,0.0,Electronic check,74.5,606.55,Yes,9.3125,0.01318934960019784
289,3580-REOAC,10,1,0.0,Credit card (automatic),44.85,435.4,Yes,4.485,0.02296738631143776
290,7534-BFESC,24,1,0.0,Electronic check,76.1,1712.7,Yes,3.170833333333333,0.014012961989840603
291,3727-OWVYD,35,1,1.0,Mailed check,61.2,2021.2,No,1.7485714285714287,0.017316445675836137
292,2294-SALNE,23,1,1.0,Mailed check,86.8,1940.8,No,3.773913043478261,0.01185078318219291
293,4847-TAJYI,6,1,0.0,Electronic check,89.35,567.8,No,14.891666666666666,0.01056710109193378
294,1563-IWQEX,12,1,0.0,Mailed check,19.7,220.35,No,1.6416666666666666,0.05445881552076243
295,8203-XJZRC,1,1,0.0,Mailed check,20.25,20.25,No,20.25,0.04938271604938271
296,6556-DBKZF,71,1,,Electronic check,76.05,5436.45,No,1.0711267605633803,0.013059993194088054
297,6851-WEFYX,35,1,0.0,Electronic check,100.8,3437.5,No,2.88,0.010181818181818183
298,2985-JUUBZ,40,1,0.0,Electronic check,74.55,3015.75,No,1.86375,0.013263698914034651
299,6390-DSAZX,1,1,0.0,Mailed check,73.6,73.6,Yes,73.6,0.013586956521739132
300,0895-LMRSF,23,1,1.0,Bank transfer (automatic),64.9,1509.8,No,2.821739130434783,0.015233805802092992
301,8098-LLAZX,4,1,0.0,Electronic check,95.45,396.1,Yes,23.8625,0.01009845998485231
302,8266-VBFQL,4,1,0.0,Electronic check,90.4,356.65,No,22.6,0.011215477358755083
303,8181-YHCMF,68,0,,Credit card (automatic),60.3,4109.0,No,0.8867647058823529,0.016549038695546362
304,2240-HSJQD,38,1,0.0,Mailed check,81.85,3141.7,No,2.1539473684210524,0.012095362383422988
305,1248-DYXUB,52,1,,Mailed check,24.8,1229.1,No,0.47692307692307695,0.04230737938328859
306,0265-EDXBD,32,1,0.0,Electronic check,74.9,2303.35,Yes,2.340625,0.01389280830095296
307,4115-BNPJY,29,1,,Mailed check,75.55,2054.4,No,2.6051724137931034,0.014116043613707165
308,3167-SNQPL,38,1,0.0,Electronic check,101.15,3741.85,No,2.6618421052631582,0.01015540441225597
309,4091-TVOCN,48,1,1.0,Credit card (automatic),78.75,3682.45,No,1.640625,0.01303480020095317
310,1098-TDVUQ,1,1,0.0,Bank transfer (automatic),19.25,19.25,No,19.25,0.05194805194805195
311,7277-OZCGZ,22,1,0.0,Electronic check,89.05,1886.25,No,4.047727272727273,0.011663353214049038
312,1557-EMYVT,43,1,,Credit card (automatic),115.05,4895.1,No,2.675581395348837,0.008784294498580212
313,2799-ARNLO,5,1,0.0,Electronic check,69.35,341.6,No,13.87,0.014637002341920374
314,7563-BIUPC,5,1,0.0,Electronic check,80.6,415.55,Yes,16.119999999999997,0.01203224642040669
315,5027-YOCXN,51,1,1.0,Credit card (automatic),110.05,5686.4,No,2.157843137254902,0.008968767585818797
316,3973-SKMLN,71,1,,Credit card (automatic),19.9,1355.1,No,0.28028169014084503,0.05239465722086931
317,2321-OMBXY,38,1,1.0,Credit card (automatic),80.3,3058.65,Yes,2.113157894736842,0.012423781733771434
318,2840-XANRC,24,1,0.0,Electronic check,93.15,2231.05,Yes,3.88125,0.01075726675780462
319,6745-JEFZB,35,1,0.0,Credit card (automatic),91.5,3236.35,No,2.6142857142857143,0.010814652308928268
320,5020-ZSTTY,54,1,1.0,Bank transfer (automatic),82.45,4350.1,Yes,1.526851851851852,0.012413507735454356
321,9880-TDQAC,72,0,,Electronic check,60.0,4264.0,No,0.8333333333333334,0.016885553470919325
322,8705-WZCYL,1,1,0.0,Electronic check,44.8,44.8,No,44.8,0.022321428571428572
323,7102-JJVTX,9,1,1.0,Mailed check,48.6,422.3,No,5.4,0.021311863604072934
324,8626-PTQGE,69,0,,Bank transfer (automatic),60.05,4176.7,No,0.8702898550724637,0.016520219311896952
325,4983-CLMLV,52,1,0.0,Credit card (automatic),102.7,5138.1,No,1.975,0.010120472548218212
326,5701-YVSVF,11,1,0.0,Electronic check,82.9,880.05,No,7.536363636363637,0.012499289813078802
327,5804-LEPIM,2,1,0.0,Electronic check,70.35,139.05,Yes,35.175,0.014383315354189139
328,5697-GOMBF,28,0,0.0,Electronic check,35.9,973.65,No,1.282142857142857,0.028757767164792277
329,2739-CACDQ,17,1,0.0,Credit card (automatic),82.65,1470.05,No,4.861764705882353,0.01156423250909833
330,9385-EHGDO,35,1,,Mailed check,19.85,739.35,No,0.5671428571428572,0.047338878744843445
331,9498-FIMXL,8,1,1.0,Mailed check,19.2,161.95,No,2.4,0.049397962334053726
332,2379-GYFLQ,46,1,1.0,Credit card (automatic),94.9,4422.95,No,2.0630434782608695,0.010400298443346636
333,0122-OAHPZ,7,1,0.0,Electronic check,73.85,511.25,Yes,10.549999999999999,0.013691931540342298
334,2868-SNELZ,2,1,0.0,Mailed check,80.6,155.8,Yes,40.3,0.012836970474967907
335,4322-RCYMT,68,1,1.0,Bank transfer (automatic),75.8,5293.95,Yes,1.1147058823529412,0.012844851198065717
336,6680-NENYN,43,1,,Electronic check,104.6,4759.85,Yes,2.4325581395348834,0.009033898127041818
337,2088-IEBAU,68,1,,Electronic check,88.15,6148.45,No,1.2963235294117648,0.011059697972659776
338,7982-VCELR,36,1,0.0,Credit card (automatic),94.8,3565.65,No,2.6333333333333333,0.01009633587143999
339,1343-EHPYB,63,1,0.0,Electronic check,103.4,6603.0,Yes,1.6412698412698414,0.009541117673784643
340,6035-BXTTY,32,1,0.0,Bank transfer (automatic),54.65,1830.1,No,1.7078125,0.017485383312387304
341,6885-PKOAM,71,1,,Credit card (automatic),85.75,6223.8,No,1.2077464788732395,0.011407821588097304
342,7520-HQWJU,66,1,0.0,Bank transfer (automatic),67.45,4508.65,No,1.021969696969697,0.014638528162532022
343,9639-BUJXT,63,1,1.0,Mailed check,20.5,1328.15,No,0.3253968253968254,0.047434401234800284
344,5924-SNGKP,41,1,1.0,Credit card (automatic),20.25,865.0,No,0.49390243902439024,0.047398843930635835
345,0021-IKXGC,1,1,0.0,Electronic check,72.1,72.1,No,72.1,0.013869625520110958
346,2034-GDRCN,2,1,0.0,Electronic check,90.4,168.2,Yes,45.2,0.011890606420927468
347,8966-SNIZF,70,1,,Bank transfer (automatic),19.45,1303.5,No,0.27785714285714286,0.05370157268891446
348,6243-OZGFH,23,0,0.0,Electronic check,44.95,996.85,No,1.9543478260869567,0.02307267893865677
349,4654-DLAMQ,64,1,1.0,Bank transfer (automatic),97.0,6430.9,No,1.515625,0.009951950737843848
350,0513-RBGPE,37,1,,Credit card (automatic),62.8,2278.75,No,1.6972972972972973,0.01623697202413604
351,5160-UXJED,17,1,1.0,Mailed check,44.6,681.4,No,2.623529411764706,0.024948635162899913
352,4115-NZRKS,7,1,0.0,Electronic check,89.15,574.35,No,12.735714285714286,0.01218769043266301
353,0219-YTZUE,4,1,0.0,Bank transfer (automatic),84.8,371.9,Yes,21.2,0.010755579456843238
354,0623-IIHUG,21,0,0.0,Electronic check,41.9,840.1,Yes,1.9952380952380953,0.024997024163790023
355,4572-DVCGN,10,1,0.0,Bank transfer (automatic),80.25,846.0,Yes,8.025,0.01182033096926714
356,3351-NGXYI,16,1,0.0,Electronic check,54.1,889.0,No,3.38125,0.01799775028121485
357,8984-EYLLL,64,1,,Electronic check,105.25,6823.4,No,1.64453125,0.00937948823167336
358,9057-MSWCO,27,0,0.0,Credit card (automatic),30.75,805.1,Yes,1.1388888888888888,0.0335362066823997
359,9833-TGFHX,42,1,1.0,Electronic check,97.1,4016.75,No,2.3119047619047617,0.010456214601356819
360,9294-TDIPC,5,1,0.0,Mailed check,20.2,83.75,No,4.04,0.05970149253731343
361,5229-DTFYB,41,1,,Bank transfer (automatic),98.8,3959.15,No,2.4097560975609755,0.010355758180417514
362,0104-PPXDV,58,1,1.0,Credit card (automatic),50.3,2878.55,No,0.8672413793103447,0.02014903336749405
363,5176-LMJXE,47,1,,Mailed check,20.55,945.7,No,0.4372340425531915,0.049698635931056355
364,3583-KRKMD,18,1,0.0,Bank transfer (automatic),75.9,1373.05,No,4.216666666666667,0.013109500746513238
365,1010-DIAUQ,5,1,0.0,Bank transfer (automatic),96.5,492.55,Yes,19.3,0.010151253679829459
366,9069-LGEUL,23,1,0.0,Bank transfer (automatic),59.95,1406.0,No,2.606521739130435,0.016358463726884778
367,7302-ZHMHP,1,1,0.0,Mailed check,19.15,19.15,No,19.15,0.05221932114882507
368,9571-EDEBV,71,1,1.0,Credit card (automatic),98.65,6962.85,No,1.38943661971831,0.010196973940268712
369,3520-FJGCV,72,1,,Credit card (automatic),112.6,8126.65,No,1.5638888888888889,0.008859739252951708
370,6563-VRERX,33,1,1.0,Mailed check,20.6,690.25,No,0.6242424242424243,0.04780876494023904
371,0259-GBZSH,2,1,0.0,Electronic check,85.65,181.5,Yes,42.825,0.011019283746556474
372,6122-EFVKN,24,0,,Mailed check,35.75,830.8,No,1.4895833333333333,0.028887818969667793
373,2805-EDJPQ,56,1,1.0,Credit card (automatic),99.75,5608.4,No,1.78125,0.00998502246630055
374,6862-CQUMB,37,1,0.0,Credit card (automatic),96.1,3646.8,No,2.597297297297297,0.010145881320609848
375,7156-MXBJE,43,1,1.0,Credit card (automatic),85.1,3662.25,No,1.9790697674418603,0.011741415796300088
376,6158-HDPXZ,1,0,0.0,Mailed check,25.35,25.35,No,25.35,0.03944773175542406
377,9601-BRXPO,25,1,0.0,Bank transfer (automatic),104.95,2566.5,Yes,4.198,0.00974089226573154
378,2863-IMQDR,61,1,,Electronic check,89.65,5308.7,No,1.4696721311475411,0.011490572079793546
379,5686-CMAWK,17,1,1.0,Electronic check,86.75,1410.25,No,5.102941176470588,0.012054600248182947
380,5651-CRHKQ,41,1,1.0,Bank transfer (automatic),86.2,3339.05,No,2.102439024390244,0.012278941615130051
381,6905-NIQIN,1,1,0.0,Mailed check,50.65,50.65,Yes,50.65,0.019743336623889437
382,8204-YJCLA,72,0,,Bank transfer (automatic),64.8,4732.35,No,0.8999999999999999,0.01521442834955149
383,5167-ZFFMM,1,1,0.0,Credit card (automatic),90.85,90.85,Yes,90.85,0.01100715465052284
384,6583-SZVGP,48,1,,Bank transfer (automatic),108.1,5067.45,No,2.252083333333333,0.009472219755498328
385,4895-TMWIR,11,1,0.0,Mailed check,19.95,214.75,Yes,1.8136363636363635,0.051222351571594875
386,0533-BNWKF,55,1,0.0,Electronic check,85.45,4874.7,Yes,1.5536363636363637,0.011282745604857735
387,1708-PBBOA,42,0,1.0,Electronic check,54.75,2348.45,No,1.3035714285714286,0.017884136345248994
388,8782-LKFPK,44,1,0.0,Mailed check,90.4,4063.0,No,2.0545454545454547,0.010829436377061285
389,5522-JBWMO,1,1,0.0,Electronic check,44.0,44.0,No,44.0,0.022727272727272728
390,3597-MVHJT,27,1,0.0,Bank transfer (automatic),95.6,2595.25,No,3.5407407407407407,0.010403622001733937
391,9774-NRNAU,27,1,0.0,Bank transfer (automatic),84.8,2309.55,No,3.140740740740741,0.011690589075793985
392,0224-RLWWD,2,1,0.0,Electronic check,44.3,89.3,No,22.15,0.022396416573348264
393,9967-ATRFS,19,1,0.0,Mailed check,19.9,367.55,No,1.0473684210526315,0.05169364712284043
394,3951-NJCVI,42,1,0.0,Electronic check,95.05,3944.5,No,2.263095238095238,0.01064773735581189
395,2977-CEBSX,66,1,,Credit card (automatic),90.05,5965.95,No,1.3643939393939393,0.011062781283785484
396,0177-PXBAT,33,1,0.0,Bank transfer (automatic),109.9,3694.7,No,3.3303030303030305,0.008931712994289118
397,6599-CEBNN,34,1,0.0,Credit card (automatic),73.95,2524.45,Yes,2.1750000000000003,0.013468280219453743
398,2519-ERQOJ,33,0,0.0,Electronic check,54.6,1803.7,No,1.6545454545454545,0.018295725453235018
399,5876-QMYLD,23,1,1.0,Mailed check,20.05,415.1,No,0.8717391304347827,0.055408335340881715
400,2277-AXSDC,32,1,1.0,Bank transfer (automatic),19.75,624.15,No,0.6171875,0.051269726828486746
401,9442-JTWDL,11,1,1.0,Credit card (automatic),20.05,237.7,No,1.8227272727272728,0.04627681952040387
402,0979-PHULV,69,1,0.0,Credit card (automatic),99.45,7007.6,Yes,1.441304347826087,0.00984645242308351
403,3067-SVMTC,68,1,1.0,Bank transfer (automatic),55.9,3848.8,No,0.8220588235294117,0.0176678445229682
404,5495-GPSRW,20,1,,Mailed check,19.7,419.4,No,0.985,0.047687172150691466
405,7606-BPHHN,72,1,,Credit card (automatic),19.8,1468.75,No,0.275,0.04902127659574468
406,4742-DRORA,60,1,1.0,Bank transfer (automatic),95.4,5812.0,No,1.59,0.01032346868547832
407,0111-KLBQG,32,1,0.0,Mailed check,93.95,2861.45,No,2.9359375,0.011183141414317916
408,4800-VHZKI,1,1,0.0,Mailed check,19.9,19.9,Yes,19.9,0.05025125628140704
409,7989-CHGTL,1,1,0.0,Mailed check,19.6,19.6,Yes,19.6,0.0510204081632653
410,0334-GDDSO,3,1,0.0,Electronic check,81.35,233.7,Yes,27.116666666666664,0.012836970474967908
411,4163-NCJAK,46,1,1.0,Bank transfer (automatic),24.45,1066.15,No,0.5315217391304348,0.043145898794728695
412,5233-AOZUF,29,1,0.0,Electronic check,74.95,2149.05,No,2.5844827586206898,0.013494334706032897
413,5973-EJGDP,51,1,0.0,Electronic check,87.35,4473.0,No,1.7127450980392156,0.011401743796109993
414,1996-DBMUS,48,1,0.0,Bank transfer (automatic),70.65,3545.05,No,1.471875,0.013540006487919774
415,7916-VCCPB,16,1,0.0,Bank transfer (automatic),73.25,1195.75,No,4.578125,0.01338072339535856
416,4686-GEFRM,70,1,,Bank transfer (automatic),98.7,6858.9,No,1.4100000000000001,0.010205718118065579
417,5249-QYHEX,40,1,,Mailed check,24.8,1024.7,No,0.62,0.03903581536059334
418,0578-SKVMF,22,1,0.0,Electronic check,83.3,1845.9,Yes,3.786363636363636,0.011918305433663795
419,5564-NEMQO,1,1,0.0,Bank transfer (automatic),75.3,75.3,Yes,75.3,0.013280212483399735
420,2233-FAGXV,5,1,0.0,Mailed check,24.3,132.25,No,4.86,0.03780718336483932
421,5605-IYGFG,7,1,0.0,Bank transfer (automatic),69.85,515.45,No,9.978571428571428,0.013580366669900087
422,7663-ZTEGJ,29,1,1.0,Credit card (automatic),100.55,2830.45,No,3.467241379310345,0.010245720645127101
423,3935-TBRZZ,44,1,1.0,Mailed check,25.7,1110.5,No,0.5840909090909091,0.03962179198559208
424,8111-BKVDS,10,0,0.0,Bank transfer (automatic),40.7,449.3,No,4.07,0.022256843979523704
425,2055-SIFSS,55,1,0.0,Bank transfer (automatic),51.65,2838.55,No,0.9390909090909091,0.019376089905057157
426,2806-MLNTI,52,1,1.0,Bank transfer (automatic),105.1,5376.4,No,2.021153846153846,0.009671899412246113
427,8734-DKSTZ,10,1,0.0,Electronic check,85.95,858.6,No,8.595,0.011646866992778943
428,4360-PNRQB,18,1,0.0,Bank transfer (automatic),75.6,1395.05,No,4.199999999999999,0.012902763341815705
429,6152-ONASV,68,1,1.0,Bank transfer (automatic),58.25,3975.7,No,0.8566176470588235,0.017103906230349374
430,9063-ZGTUY,61,1,0.0,Mailed check,19.4,1182.55,Yes,0.3180327868852459,0.051583442560568266
431,7781-HVGMK,72,0,,Credit card (automatic),65.2,4784.45,No,0.9055555555555556,0.015048751685146673
432,2181-UAESM,2,1,0.0,Electronic check,53.45,119.5,No,26.725,0.016736401673640166
433,2957-LOLHO,12,1,0.0,Bank transfer (automatic),45.4,518.9,Yes,3.783333333333333,0.023125843129697437
434,6048-NJXHX,41,1,,Electronic check,19.75,899.45,No,0.4817073170731707,0.04558341208516315
435,2320-SLKMB,26,0,0.0,Credit card (automatic),44.45,1183.8,No,1.7096153846153848,0.021963169454299714
436,4980-URKXC,36,1,1.0,Bank transfer (automatic),20.85,720.05,No,0.5791666666666667,0.04999652801888758
437,4376-KFVRS,72,1,,Credit card (automatic),114.05,8468.2,No,1.5840277777777778,0.00850239720365603
438,5886-VLQVU,35,1,0.0,Bank transfer (automatic),89.85,3161.2,No,2.567142857142857,0.011071744906997343
439,3577-AMVUX,1,1,0.0,Mailed check,55.05,55.05,No,55.05,0.018165304268846504
440,0771-WLCLA,16,1,0.0,Electronic check,112.95,1882.55,No,7.059375,0.008499110249395767
441,5628-RKIFK,49,1,0.0,Credit card (automatic),101.55,5070.4,No,2.0724489795918366,0.009663931839697066
442,0206-TBWLC,54,1,1.0,Mailed check,114.65,6049.5,No,2.1231481481481485,0.008926357550210762
443,2937-FTHUR,18,1,0.0,Electronic check,64.8,1166.7,No,3.5999999999999996,0.01542813062483929
444,1910-FMXJM,36,1,0.0,Electronic check,80.4,2937.65,No,2.2333333333333334,0.012254693377359453
445,7752-XUSCI,60,1,0.0,Electronic check,105.9,6396.45,Yes,1.7650000000000001,0.009380203081396712
446,4110-PFEUZ,1,1,0.0,Mailed check,69.55,69.55,Yes,69.55,0.014378145219266714
447,0732-OCQOC,52,1,,Bank transfer (automatic),25.05,1270.25,No,0.48173076923076924,0.040936823459948826
448,5168-MSWXT,8,1,0.0,Electronic check,94.75,759.55,No,11.84375,0.010532552169047462
449,1090-ESELR,72,1,,Bank transfer (automatic),105.5,7611.55,No,1.4652777777777777,0.009459308550820791
450,8592-PLTMQ,64,1,1.0,Mailed check,24.7,1642.75,No,0.3859375,0.038959062547557446
451,5760-WRAHC,22,1,0.0,Mailed check,69.75,1545.4,No,3.1704545454545454,0.014235796557525559
452,8847-GEOOQ,60,0,0.0,Bank transfer (automatic),60.2,3582.4,No,1.0033333333333334,0.016748548459133542
453,0256-LTHVJ,28,1,0.0,Electronic check,81.05,2227.1,Yes,2.894642857142857,0.01257240357415473
454,4785-FCIFB,61,1,,Mailed check,24.4,1417.9,No,0.39999999999999997,0.04302136963114465
455,8313-NDOIA,24,1,0.0,Electronic check,104.15,2494.65,No,4.339583333333334,0.009620588058445073
456,5149-CUZUJ,28,1,1.0,Bank transfer (automatic),92.9,2768.35,No,3.317857142857143,0.010114328029331552
457,0942-KOWSM,30,1,,Bank transfer (automatic),80.8,2369.3,No,2.6933333333333334,0.012661967669775882
458,4237-CLSMM,2,1,0.0,Mailed check,20.0,38.0,No,10.0,0.05263157894736842
459,1452-VOQCH,1,1,0.0,Electronic check,75.1,75.1,No,75.1,0.013315579227696406
460,4719-UMSIY,6,1,0.0,Mailed check,19.65,100.9,No,3.275,0.05946481665014866
461,6614-VBEGU,24,1,0.0,Bank transfer (automatic),69.45,1614.05,No,2.8937500000000003,0.01486942783680803
462,0880-TKATG,4,1,0.0,Electronic check,101.15,385.9,Yes,25.2875,0.010365379632029024
463,3811-VBYBZ,7,1,0.0,Electronic check,99.8,673.25,Yes,14.257142857142856,0.0103973264017824
464,1480-BKXGA,72,1,,Bank transfer (automatic),116.05,8404.9,No,1.6118055555555555,0.008566431486394842
465,2996-XAUVF,70,0,,Mailed check,40.05,2799.75,No,0.5721428571428571,0.025002232342173407
466,9076-AXYIK,64,1,,Electronic check,102.1,6538.45,No,1.5953125,0.009788252567504532
467,5968-XQIVE,72,1,1.0,Electronic check,89.7,6588.95,No,1.2458333333333333,0.01092738600232207
468,8896-RAZCR,44,1,,Mailed check,19.9,868.1,No,0.4522727272727272,0.05068540490726875
469,4640-UHDOS,13,1,0.0,Electronic check,55.95,734.35,Yes,4.303846153846154,0.017702730305712535
470,4933-IKULF,17,1,1.0,Mailed check,20.65,330.6,No,1.214705882352941,0.051421657592256496
471,3583-EKAPL,1,1,0.0,Electronic check,55.0,55.0,Yes,55.0,0.01818181818181818
472,1304-BCCFO,9,1,0.0,Mailed check,70.05,564.4,No,7.783333333333333,0.015946137491141037
473,4104-PVRPS,24,1,0.0,Mailed check,53.6,1315.35,No,2.2333333333333334,0.018246094195461287
474,9399-APLBT,1,1,0.0,Electronic check,74.7,74.7,Yes,74.7,0.013386880856760375
475,2359-KMGLI,24,1,0.0,Electronic check,80.25,1861.5,Yes,3.34375,0.0128928283642224
476,3780-DDGSE,35,1,0.0,Electronic check,76.05,2747.2,No,2.1728571428571426,0.012740244612696565
